create_age(months),expiry_age(months),update_age(days),URL,Label
217,11,24,http://www.radioera.com/...,0
-1,-1,-1,http://www.vitamia-nahrungsergaenzung.de/mails/compte/6ec29a820735a59c...,1
2,-1,75,http://agricole-service.fr/particuliers/security/g2e36g_information/up...,1
112,8,373,http://www.doingthe92.com/...,0
213,15,340,http://www.seaboardwine.com/...,0
195,9,81,http://www.stirlingfinewine.com/...,0
35,13,331,http://www.americanliteraryreview.com/...,0
234,78,1262,http://www.kingsbbq.com/...,0
259,-1,134,http://www.esiee.fr/%7Ebassetp/index.html...,0
-1,-1,-1,http://www.osti.gov/energyfiles/...,0
206,34,1621,http://liquorama.net/...,0
-1,-1,-1,http://uniquems.com.do/ooo...,1
33,3,301,http://www.milangardeninn.com/script/data/b88507a885e96bd9aaacfb213e6a...,1
45,3,260,http://taylortea.com/wp-content/plugins/akismet/cehe/details.php?LOB=RÉ...,1
2,9,3,http://www.firststandardpath.com/serverpath/aolmailservice/...,1
2,9,75,http://fbirdkunsolt.biz/lgnd/pvalidate.html...,1
26,10,62,http://www.damicocoffeeroasters.com/...,0
-1,-1,-1,http://secure.xls.login.airbornefnq.com.au/excel/index2.php...,1
-1,-1,-1,http://www.rael-sp.si/files/wetransfer/...,1
-1,-1,-1,http://www.hbmeyer.de/taupaeng.htm...,0
-1,-1,-1,http://www.sumidasushi.com.br/pdf/Archive/...,1
13,11,-1,http://www.paionense.pt/log/verify/ce536d4416a6121df82a8baf5ae7e694/?d...,1
275,25,916,http://money.cnn.com/magazines/fortune/global500/...,0
210,6,926,http://www.gohastings.com/...,0
8,4,257,http://capitalone.com.tripetcetera.com/capitalreal/9b9c283c44bd521d154...,1
203,25,388,http://www.rishi-tea.com/...,0
3,9,81,http://domminationsducroixlignes.com/repartitions.des.articles.recurre...,1
190,2,116,http://www.barrlaw.com/wp-admin/includes/DTCs...,1
3,9,62,http://www.badoeudn.com/...,1
-1,-1,-1,http://migueljorge.com.br/site/tmp/pbb/pagina-inicial/login.jsp.htm...,1
123,9,470,http://www.sarminiatures.com/Insurance/Insurance/...,1
-1,-1,-1,https://www.cardsolutions.eu/plugins/slimdoc/muyidoc/gtex/...,1
223,17,111,http://www.prpwine.com/...,0
119,1,30,http://www.jesoap.com/...,0
174,6,25,http://www.plexim.com/...,0
111,9,91,http://gowebtools.com/bobs/d0cf3321bdc7fa91c0a43a7f3e9ae9fc/...,1
61,11,5,http://waqarjaved.com/pack/aol/index.htm...,1
115,5,149,http://frickaccios.com/...,0
175,5,151,http://www.papillonpapier.com/...,0
-1,-1,-1,http://www.sign-lang.uni-hamburg.de/bibweb/...,0
60,12,313,http://www.insidespanishfootball.com/...,0
13,11,36,http://onmt.net/source/index.php...,1
228,12,60,http://www.jobjunction.com/...,0
176,15,298,http://www.dskeepsakes.com/...,0
198,6,1640,http://www.harmonybaycoffee.com/...,0
-1,-1,-1,http://althaassessoria.com.br/images/template/gd...,1
-1,-1,-1,http://www.iiss.org/...,0
-1,-1,-1,http://cpost.uchicago.edu/...,0
162,30,190,http://www.sleeping-lion.net/...,0
17,7,136,http://almomahidin.net/bleed/Zone1/Zone1/...,1
241,119,30,http://www.awrey.com/...,0
194,22,1048,http://www.ctechcorporation.com/...,0
-1,-1,-1,http://www.dabasmuzejs.gov.lv/...,0
-1,-1,-1,http://www.football.co.uk/teams/manchester_united/rss.xml...,0
137,7,26,http://garagefilms.net/wp-admin/js/rocky/wild/378d2c4235d2afad20b3c111...,1
5,7,70,http://paypal.com.cgi-info-account.com/signin/webapps/c51aa/...,1
-1,-1,-1,http://www.stampamoveis.com.br/js/lib/dropbx...,1
217,23,372,http://www.amarujala.com/...,0
190,26,299,http://www.peacefirst.org/...,0
113,7,166,http://random.farkimiztarzimiz.com/...,1
221,7,202,http://www.braingym.org/...,0
189,15,275,http://www.metice.co.uk/...,0
159,21,1204,http://trillian.randomstuff.org.uk/~stephen/history/...,0
30,6,179,http://longshort.us/humanlifemanual/rank/fetch/eboxe/vogue/...,1
-1,-1,-1,http://belfercenter.ksg.harvard.edu/project/46/international_security.html...,0
105,3,286,http://ippnstaff.com/document/48e59fc1ee61a19c265b73508ef8d101/...,1
86,10,471,http://kondit-septy-your.tuars.com/index.htm...,1
39,9,81,http://sandwiponline.com/lo/Hotmail-New/Verification%20Set-up.html...,1
-1,-1,-1,http://confirm-fbpage.at.ua/sefety_closing_page.html...,1
68,4,201,http://www.fc-barcelonanews.com/...,0
215,1,337,http://www.acfr.org/...,0
-1,7,156,http://www.s1w.co/wp-admin/uploader/indexx.html...,1
109,11,33,http://www.heathervictoriaheld.com/wp-includes/SimplePie/Data/d2899a4a...,1
269,7,891,http://www.netlib.org/fftpack/...,0
51,9,97,http://www.quonmaster.com/wquyi3ndfloosad998/cofirmuk.php?personal-uk&...,1
243,21,1769,http://www.thewineclub.com/...,0
186,6,5670,http://www.execglobalnet.com/...,0
223,17,220,http://www.barmans.co.uk/...,0
-1,-1,-1,http://evangelistaadvogados.com.br/newdrop/deiswe/...,1
118,62,32,http://www.chloeandme.com/...,0
-1,-1,-1,http://www.mathcs.carleton.edu/probweb/probweb.html...,0
53,7,474,http://www.forestersrest.com/patio/GD/...,1
81,15,2,http://goodtimebeverages.com/welcome/d659ede556a106db94972d7e84249f69/...,1
61,11,47,http://www.webcampersonnel.com/Drop/Drop...,1
2,10,61,http://safetem.com/fcid/login.php?...,1
137,19,193,https://itaunet1.websiteseguro.com/cadastro/cliente/email/modules/bklc...,1
185,18,197,http://seguranca-i-tau.webcindario.com/Dispositivo_fisica_juridica_Uni...,1
120,24,18,http://www.fanbase-links.co.uk/leicester_city_football_links.html...,0
3,9,29,http://www.filedropjpeg.info/wells/verify.php...,1
22,2,308,http://editorialeciim.com/tmp/upgrade/ii.php?rand=13InboxLightaspxn.17...,1
-1,-1,-1,http://chase-update.square7.ch/jxh...,1
9,3,217,http://spiritualbeatz.com/wp-includes/pomo/page/...,1
58,14,-1,http://servicepaypal-co.myjino.ru/payuk/fd42cc34a1c4b7a02a7cb4dbe6a0f0...,1
19,5,220,http://carry4enterprises.com/upload/index.php...,1
141,27,1495,http://www.jinhuigroup.com/...,0
-1,-1,-1,http://paypal.com.signin.au.webapps.mpp.home.signin.country.unitedking...,1
71,13,22,http://emdintegration.com/noclient/online/?bidderblocklogin&amp;hc=1&a...,1
139,5,216,http://www.verification-accounts.darotob.com/Sign-in/5b60fcc60b36d1c3d...,1
-1,-1,-1,http://www.baza.ae/Good/Google/Googledoc/...,1
-1,6,-1,http://topschools.hk/Zone1/onlineid.php...,1
138,48,411,http://www.flickingerwines.com/...,0
94,2,318,http://www.karpouzakis.com/secure3/google_doc/...,1
-1,-1,-1,http://www.nd.edu/~keggleso/Home.html...,0
224,100,334,http://cinemaclassics.com/...,0
3,9,72,http://santander.cl.personas.sma11bus1ness.com/4/...,1
209,7,1699,http://www.executivesonly.com/...,0
194,22,47,http://www.geniusfind.com/...,0
177,3,1444,http://www.interstatebarbecue.com/...,0
7,5,214,http://cqdj120.com/ad35e915b3b919ecf7848b4c43b6e07c/signin/support-ser...,1
-1,-1,-1,http://pp-secure-de.gq/user-login.php?cmd=_flow&amp;SESSION=9Baw4oNxgt...,1
184,8,114,http://trainingpia.com/flash/uk/...,1
-1,-1,-1,http://users.skynet.be/wivani/lp/...,0
21,3,229,http://www.hymesh.net/kowloinvestment...,1
209,7,174,http://www.rococochocolates.com/...,0
176,4,135,http://ardiente.net/edf/d638158431296f6e44a0ca376d651ef8/access-confir...,1
10,2,314,http://qmailvalidate.com/ceca323977045af8853179161b4d477f/top_botton3....,1
-1,-1,-1,http://evangelistaadvogados.com.br/deiswe/dpbx/...,1
72,12,224,http://www.lukemcd.com/jo/MicrosoftEmailUpgrade.html...,1
-1,-1,-1,http://absolutefootclinic.com.au/detour-start-detourId=IsCADMember-CAD...,1
80,4,247,http://gordygong.com/wp-admin/maint/e4sy/M4.html...,1
-1,13,-1,http://startcom.co.rs/Re-activate/...,1
107,1,333,http://www.vivid-techno.com/...,0
204,24,463,http://www.soapboxltd.com/...,0
-1,-1,-1,http://vitesseinside.nl/wp-admin/network/dropname/...,1
-1,-1,-1,http://lovecats.org.ua/wp-includes/pomo/data/...,1
169,34,824,http://www.caswellscoffee.com/...,0
12,12,8,http://www.rfacbe.com/ggg/e19385bf1a64b932a4be8997114f453f/...,1
8,4,227,http://homeelevatorsflorida.com/b/css/sess/ab317dbb7f5448510721bb074d4...,1
38,9,460,http://katarzynabruzda.pl/98979078UIUGuigtj.php...,1
177,15,42,https://canadiansweets.com/...,0
13,11,19,http://pectoset.com/a/sb.php...,1
79,5,207,http://www.uniformespromotex.com/boite/bbb/pro...,1
-1,4,-1,http://jkhighcourt.nic.in/...,0
3,9,70,http://csm-wii.com/Dropbox/file/files/db/file.dropbox/...,1
2,10,70,http://witiyeme.com/tr/...,1
56,4,-1,http://bmwclubavto.ru/p/p/Conflict/Resolution/www/PP-009-176-639-801/I...,1
-1,-1,-1,http://www.crestemcudragoste.ro/wp-includes/css/b7d82e157686e68500eced...,1
204,62,1770,http://www.mathpages.com/home/inumber.htm...,0
219,9,816,http://www.vipuldyes.com/...,0
187,77,245,http://en.wikipedia.org/wiki/Church-Turing_thesis...,0
139,5,194,http://www.12manage.com/...,0
140,4,229,http://www.artisanscup.com/...,0
74,10,72,http://www.laester.tv/wp-admin/login.alibaba.com/login.html...,1
237,3,275,http://allstates-flag.com/backup/.on/wells/identity.php...,1
179,1,347,http://www.admission4you.com/...,0
113,19,215,http://www.highereducationinindia.com/...,0
39,9,895,http://ringtonsfranchise.co.uk///wp-includes/SimplePie//Parse/standard...,1
246,42,1994,http://www.tenren.com/...,0
109,11,56,http://patricktyrrell.com/ama/96e5fbe86378672eeb401a36371a1179/...,1
43,5,597,http://clearancenorthampton.co.uk/header/389992f58a613f225407b958f7ebe...,1
220,20,213,http://www.groundsforcoffee.com/...,0
-1,-1,-1,http://pims.ctu.edu.tw/plugins/googledriveded.us.un/...,1
6,6,188,http://update-account-information-pp-case.easyway-jo.com/Update-Your-A...,1
278,70,655,http://www.forbes.com/200best/...,0
33,3,262,http://www.theplantgrower.com/download/11/UpdateSecurityQuestions.htm...,1
-1,-1,-1,http://dutycosmeticos.com.br/www/1cf3a4a34da5a9ea8afb7a6615dd6a0b/inde...,1
26,10,74,http://www.ashuliaapparels.com/Nyben/ec...,1
226,2,1,http://www.perfumecenter.com/...,0
57,3,321,http://www.ourhansenfamily.com/wp-includes/images/wlw/sign_in_survey/f...,1
11,1,-1,http://detskiysadgulliver.ru/wp-includes/Yahoo_Login.htm...,1
226,14,8,http://secure.square.loginvdqx.usa.cc/...,1
-1,9,-1,http://www.indiaeducationdiary.in/...,0
226,14,8,http://hiroba.dqx.jp.ioesy.usa.cc/account/app/svc/login.html...,1
-1,-1,-1,http://www.diosastana.com.my/source/...,1
211,5,213,http://www.edeal.com/...,0
-1,-1,-1,http://www.cs.kent.ac.uk/people/staff/rej/gc.html...,0
215,1,366,http://www.virtual-agent.com/...,0
40,8,103,http://medafricatourism.com/components/com_contact/views/categories/tm...,1
149,7,164,http://www.pacasia.org/...,0
182,10,45,http://www.softwarejobsindia.com/...,0
-1,-1,-1,http://albalo.ir/usaa.com-sec-inet-auth-logon-ent-logon-logon-redirect...,1
151,5,134,http://www.avature.net/...,0
-1,-1,-1,http://rapidart.pl/wp-includes/nab_useragent_more/nab/index2.htm...,1
-1,-1,-1,http://looginto.ga//profile.en/login-en/login/...,1
-1,-1,-1,http://www.ucl.ac.uk/~uctytho/...,0
-1,4,-1,http://www.pib.nic.in/...,0
197,7,228,http://www.organicjewelry.com/...,0
165,3,291,http://www.tordoffs.biz/...,0
33,3,262,http://www.theplantgrower.com/download/11/Login.htm...,1
214,14,1081,http://www.lmnoeng.com/...,0
171,57,126,http://www.deco-world.com/...,0
-1,-1,-1,http://www.naturkundemuseum-berlin.de/...,0
230,46,434,http://www.espresso-la.com/...,0
-1,-1,-1,http://www.jaw.or.at/salzburg/fileadmin/...,1
-1,-1,-1,http://www.nhm-wien.ac.at/...,0
4,8,70,http://icctips.com/zee/vr1Up000wejhuweUSDYAH00MAIL.html...,1
192,12,52,http://www.coolissues.com/mathematics/Navier-Stokes/nstokes.htm...,0
214,2,367,http://www.cprw.com/...,0
103,5,129,http://www.anniebscandy.com/...,0
-1,-1,-1,http://gardenvilleresidence.com.br/templates/protostar/html/authentica...,1
198,18,315,http://www.buyya.com/cluster...,0
-1,-1,-1,http://onebeautystore.com.br/downloader/lib/Mage/Backup/Exception/norm...,1
190,2,299,http://www.nccf-india.com/...,0
94,2,346,http://www.goldenradioservice.com/...,0
224,4,239,http://www.agripicture.com/...,0
-1,-1,-1,http://www.imls.gov/...,0
243,23,473,http://www.tealeaves.com/...,0
25,11,12,http://onaliv.org/wp-includes/pomo/data/9a2cd6590bd1f4643531bffb051bb9...,1
-1,-1,-1,http://www.corianderuniforms.com.au/wp-includes/js/jcrop/aol...,1
16,8,128,http://xperiasol.com/ogbomail/image.htm...,1
262,1,269,http://members.tripod.com/FootlightNotes/index.html...,0
4,8,70,http://icctips.com/small/vr1Up000wejhuweUSDYAH00MAIL.html...,1
203,1,348,http://www.academics-india.com/...,0
173,19,146,http://www.meetapandit.com/...,0
-1,-1,-1,http://www.teutoburgo.tk/java/otp4u.html...,0
207,21,1283,http://www.steelandsilver.com/...,0
166,38,529,http://www.saratogawine.com/...,0
166,2,5049,http://www.johnsvintageradio.com/...,0
18,6,201,http://www.wimacomplex.com/businessbusiness/doc/...,1
-1,-1,-1,http://www.yale.edu/macmillan/...,0
18,6,-1,http://camec.ru/wp-content/googledocs/...,1
168,36,34,http://www.kingdavidcoffee.com/...,0
-1,-1,-1,http://home756832.at.ua/confirmation_page.html...,1
191,13,9,http://www.automotivecomposites.com/...,0
48,84,736,http://www.sandjwholesale.com/...,0
132,12,391,http://www.premiumsteap.com/...,0
205,35,1755,http://www.upeace.org/...,0
216,11,523,http://www.bizreport.com/...,0
-1,-1,-1,http://bandaremidos.com.br/usaa/inet-logon-ent-logon-logon-redirectjsp...,1
42,6,183,http://brainshineacademy.com/update/Account/websc-login.php?Go=_Restor...,1
4,8,38,http://paypallimeited.com.webapps.mpp.home.paylimeited.com/...,1
170,10,80,http://www.hevychem.com/...,0
133,11,52,http://www.shearer9.com/...,0
202,50,373,http://www.groundsforthought.com/...,0
5,7,8,http://www.dimplexx.net/offer001...,1
197,43,361,http://www.madwine.com/...,0
-1,-1,-1,http://73.183.216.134/verification/paypal/security/login.php...,1
-1,-1,-1,http://www.cucinadicasa.ro/modules/mod_bt_googlemaps/tmpl/css/client_d...,1
280,56,274,http://www.sunlife.com/...,0
201,39,1890,http://www.japanesegreenteaonline.com/...,0
254,3,267,http://kids.aol.com/homework-help/textbook...,0
-1,-1,-1,http://www.3dphoto.dk/...,0
13,11,30,http://www.sospvidas.org/doc/Gdoccc/...,1
121,11,46,http://aandgtrading.com/category_images/k2/bookmark/ii.php?.rand=13inb...,1
-1,-1,-1,http://www.swiss-ptc.ch/wp-content/new/gmail.htm...,1
197,19,217,http://www.balmzara.com/...,0
201,3,513,http://www.earthwaterfire.com/...,0
-1,6,-1,http://www.topschools.hk/Zone1/login.php...,1
-1,-1,-1,http://members.tele2.nl/e.j.ter.bals/pages/indexpag.html...,0
235,17,133,http://robots.net/rss/articles.xml...,0
12,12,10,http://cncsaz.com/documents...,1
-1,-1,-1,http://mail.mallahaschool.sch.sa/~masseri/invoice/Ed/Ed/index.php...,1
24,0,668,http://www.shape-love.org/azziu/line/verify.html...,1
-1,-1,-1,http://loginnowhere858askfm.co.vu/FDtUFS5JgDJHGD3dFd/gmail...,1
-1,-1,-1,http://plato.la.asu.edu/guide.html...,0
88,92,1132,http://www.i-cynthia.com/system/logs/newp/ii.php?rand=13InboxLightaspx...,1
-1,-1,-1,http://onebeautystore.com.br/downloader/lib/Mage/Backup/Exception/subs...,1
2,9,3,http://www.firststandardpath.com/upgradeuser/aolmailservice/...,1
18,6,184,http://www.greenentproduction.com/assert/aol/index.html...,1
3,9,27,http://www.uwasaleh.org/aluminum/gtex...,1
192,0,358,http://www.osdev.org/...,0
107,1,303,http://www.cricketpulse.com/...,0
221,17,216,http://www.jackstackbbq.com/...,0
-1,-1,-1,http://www.harasmorrodoipe.com.br/GD/...,1
11,1,2,http://www.irastrum.com/wp-admin/mail.yahoo.com/...,1
196,20,1122,https://www.wada-ama.org/...,0
-1,-1,-1,http://celiadestriadvogada.com.br/usaa.com-inet-ent-logoff-Logoff-deto...,1
67,5,121,http://mubahilatv.com/cache/userfeeds/newp/index.php?randInboxLightasp...,1
199,5,372,http://www.mssrc.com/...,0
17,7,136,http://www.bayanone.net/aa/22/33/44/...,1
-1,-1,-1,http://happybook.pro/wp-content/dropbox/dropbox...,1
-1,-1,-1,http://www.cuppa.ca/...,0
-1,30,-1,http://www.dishtv.in/...,0
-1,-1,-1,http://www.cicr-icrc.ca/...,0
192,11,46,http://twenty20league.blogspot.com/...,0
201,15,1429,http://www.trions.com/...,0
-1,-1,-1,https://docs.google.com/a/csumb.edu/forms/d/1lvOBh7SmzkgzlKxq9CYqfV4Iq...,1
262,1,269,http://rajestateconsultants.tripod.com/...,0
52,8,437,http://new.it-wasp.com/wp-content/themes/responsive/includes/images/mp...,1
60,0,753,http://www.plainfieldriverdays.com/js/ajax/bobbu/c6e2dea48dfd54f1a0608...,1
70,2,478,http://www.yarncoms.com/wp-includes/new...,1
187,29,933,http://www.modipoly.com/...,0
-1,-1,-1,http://www.farmafocus.com.br/one/dropbox/...,1
13,11,36,http://onmt.net/20ac69ccc2d2431b9883b1231e877282/...,1
-1,-1,-1,http://bestpen.at/TUE/...,1
149,19,753,http://m24.telemedellin.tv/aa/67ca13e050/index?dispatch=51938c1d7cdf55...,1
12,12,9,http://transylvaniaweb.com/wp-content/themes/Divi/.r6/secure/T1RJMU5UY...,1
-1,11,27,http://www.vauxhall.co.uk/...,0
56,4,243,http://17bbq.com/...,0
-1,18,-1,http://dst.gujarat.gov.in/...,0
-1,-1,-1,http://resolutionservicehelp.gq/webapps/378fc...,1
176,4,219,http://www.collectablefinder.com/...,0
-1,7,-1,http://www.ddinews.gov.in/...,0
3,9,25,http://ameli.remboursement.fr.webhelpwussl.com/free/sm/os/ve/PortailAS...,1
-1,-1,-1,http://creativevault.com.au/sheets.google.com/PY/667d26eba22d350f51326...,1
-1,0,-1,http://www.autokinoitalia.it/olllaaaaaaaaaaaa/dropbox/index.php...,1
187,77,245,http://en.wikipedia.org/wiki/Energy...,0
18,6,166,http://www.lovelocalleisure.co.uk/includes/image/ubes/3D/...,1
100,68,204,http://www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=yjvsvr...,1
140,4,283,http://www.anfieldroad.com/...,0
185,19,544,http://randyelvisfriskie.com/audio/07d1f515407d1f51546102kj8766Cc65394...,1
4,7,136,http://www.mrtimephoto.com/document/...,1
187,77,245,http://en.wikipedia.org/wiki/Library...,0
226,14,8,http://secure.square.logindqxo.usa.cc/account/app/svc/login.html...,1
121,11,61,http://narien.com/...,0
33,3,1011,http://lakepineoral.com/junk/Account/update/documents/4c2374a223ff8bd4...,1
256,8,584,http://www.saludos.com/...,0
203,4,1076,http://finance.pro2net.com/...,0
97,4,254,http://themarketingremedy.com/wp-includes/images/wlw/suftd/USAALOGIN/Q...,1
126,6,-1,http://ceo.uab.cat/academicnet/...,0
228,12,191,http://www.leica-geosystems.com/...,0
28,8,501,http://www.nghethuatrem.com/components/Zone1/login.htm...,1
37,11,16,http://www.easvarahospital.com/app/webroot/files/dhl/ecc06aeacdcc42022...,1
-1,7,-1,http://www.pluton.com.mx/nab/3D/...,1
-1,-1,-1,http://www.ltn.lv/~podnieks/mlog/ml.htm...,0
144,24,690,http://www.choitime.com/...,0
-1,5,-1,http://www.diam.unige.it/~irro/...,0
-1,-1,-1,http://indusmack.com.br/Service/ID-2036584618311/Clients.Impot-Gouv/ac...,1
36,12,8,http://www.leighgphotography.com/SERVICE/b8kehxdicufvwv7rtmsi8slw418ig...,1
198,6,594,http://www.primarygames.com/math.php...,0
-1,6,-1,http://www.studiosoft.it/Jewelry.htm...,0
199,5,254,http://www.destinationhollywood.com/...,0
182,10,63,http://www.cottagehillsoaps.com/...,0
207,9,6291,http://www.theaterpro.com/...,0
-1,7,-1,http://tourpackagesinindia.in/Administrator/form/kcfinder/upload/files...,1
116,4,244,http://fbcancelblock8r.ucoz.co.uk/incorrect_email.htm...,1
-1,-1,-1,http://www.advocaciaecontabilidade.com.br/test/index/google/Ed/Ed/inde...,1
-1,-1,-1,https://www.cardsolutions.eu/administrator/dropbox/...,1
160,8,60,http://www.mmeyetech.com/...,0
15,9,90,http://www.a2zsolutionbs.com/js/kseythrd/verify.html...,1
-1,-1,-1,http://computerservice-filip.de/plaintext/00000198640aab305/000001985b...,1
193,11,2,http://www.sirlinksalot.net/olympics.html...,0
-1,-1,-1,http://aulas.dimensaoensino.com.br/courses/sonhodospesoficial.com.br/p...,1
-1,-1,-1,http://paypal.logln-her.com/webapps/6e110/websrc...,1
67,5,106,http://google-googledriver.rhcloud.com/drive/auth/view/share...,1
-1,-1,-1,http://dutycosmeticos.com.br/www/c37d1338de9bd133e495eeb1c05d3e24...,1
3,9,82,http://www.ppl-service.com/supp-secure/signin/85005111E2/login.php?cou...,1
210,6,207,http://www.sunrisesoap.com/...,0
7,5,199,http://www.au699.com/londonfinancial/...,1
58,2,337,http://grubersa.com/aol/index.htm...,1
